Statistical profiling result from infoProf.log, (12031 ticks, 35 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      5   62.5%          LazyCompile: ~contentType /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/response.js:594:32
      5  100.0%            LazyCompile: ~send /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/response.js:107:25
      3   37.5%          LazyCompile: ~send /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/response.js:107:25
      2   66.7%            LazyCompile: ~done /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/response.js:1006:27
      1   33.3%            LazyCompile: *renderView /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      8    3.4%        LazyCompile: ~expressInit /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/middleware/init.js:29:30
      7   87.5%          LazyCompile: *next /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/router/index.js:176:16
      7  100.0%            LazyCompile: ~query /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/middleware/query.js:39:24
      1   12.5%          LazyCompile: ~handle /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: ~trim_prefix /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/router/index.js:288:23
      7    3.0%        LazyCompile: ~FastBuffer node:internal/buffer:958:14
      7  100.0%          LazyCompile: ~createUnsafeBuffer node:internal/buffer:1059:28
      3   42.9%            LazyCompile: ~createPool node:buffer:149:20
      3   42.9%            LazyCompile: ~allocUnsafeSlow node:buffer:381:50
      1   14.3%            LazyCompile: ~allocate node:buffer:396:18
      7    3.0%        LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/minimatch/minimatch.js:181:26
      7  100.0%          /home/develop/.nvm/versions/node/v16.6.0/bin/node
      7  100.0%            LazyCompile: ~make /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/minimatch/minimatch.js:142:15
      6    2.6%        LazyCompile: ~set /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/session/memory.js:119:41
      6  100.0%          LazyCompile: ~save /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/session/session.js:71:54
      6  100.0%            LazyCompile: ~save /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/index.js:403:20
      6    2.6%        LazyCompile: ~pipe /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/send/index.js:510:43
      6  100.0%          LazyCompile: ~serveStatic /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/serve-static/index.js:72:31
      6  100.0%            LazyCompile: *next /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/router/index.js:176:16
      6    2.6%        LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      6  100.0%          LazyCompile: ~Module._resolveFilename node:internal/modules/cjs/loader:848:35
      6  100.0%            LazyCompile: ~Module._load node:internal/modules/cjs/loader:757:24
      6    2.6%        LazyCompile: *setHeader node:_http_outgoing:571:57
      3   50.0%          LazyCompile: ~setcookie /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/index.js:655:19
      3  100.0%            LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/index.js:220:28
      3   50.0%          LazyCompile: ~header /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/response.js:754:29
      2   66.7%            LazyCompile: ~contentType /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/response.js:594:32
      1   33.3%            LazyCompile: ~send /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/response.js:107:25
      6    2.6%        LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      4   66.7%          LazyCompile: ~Module._resolveFilename node:internal/modules/cjs/loader:848:35
      3   75.0%            LazyCompile: ~Module._load node:internal/modules/cjs/loader:757:24
      1   25.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      2   33.3%          LazyCompile: *Module._resolveFilename node:internal/modules/cjs/loader:848:35
      2  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      5    2.1%        LazyCompile: ~checkInvalidHeaderChar node:_http_common:232:32
      5  100.0%          LazyCompile: ~<anonymous> node:_http_outgoing:561:45
      5  100.0%            LazyCompile: ~setHeader node:_http_outgoing:571:57
      5    2.1%        LazyCompile: *appendEscaped /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:416:40
      5  100.0%          LazyCompile: *compile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      5  100.0%            LazyCompile: *render /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      4    1.7%        LazyCompile: ~normalize node:path:1127:12
      4  100.0%          LazyCompile: ~join node:path:1166:7
      3   75.0%            LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:139:53
      1   25.0%            LazyCompile: ~makeAbs /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/common.js:197:18
      4    1.7%        LazyCompile: ~JSONCookies /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/cookie-parser/index.js:103:22
      4  100.0%          LazyCompile: ~cookieParser /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/cookie-parser/index.js:44:32
      4  100.0%            LazyCompile: *next /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/router/index.js:176:16
      4    1.7%        LazyCompile: *parse /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/minimatch/minimatch.js:271:16
      4  100.0%          /home/develop/.nvm/versions/node/v16.6.0/bin/node
      4  100.0%            LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/minimatch/minimatch.js:181:26
      3    1.3%        LazyCompile: ~next /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
      3  100.0%          LazyCompile: ~lex /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:525:30
      3  100.0%            LazyCompile: ~lex /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:295:25
      3    1.3%        LazyCompile: ~mergeSource /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:267:36
      3  100.0%          LazyCompile: *compile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2   66.7%            LazyCompile: *render /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1   33.3%            LazyCompile: ~compileInput /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      3    1.3%        LazyCompile: *quotedString /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:118:38
      2   66.7%          LazyCompile: ~quotedString /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:998:38
      2  100.0%            LazyCompile: ~setupParams /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1034:36
      1   33.3%          LazyCompile: ~pushSource /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      1  100.0%            LazyCompile: ~appendEscaped /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:416:40
      3    1.3%        LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      3  100.0%          LazyCompile: ~Module.require node:internal/modules/cjs/loader:997:36
      3  100.0%            LazyCompile: ~require node:internal/modules/cjs/helpers:93:31
    179    3.2%      LazyCompile: ~writevGeneric node:internal/stream_base_commons:122:23
    179  100.0%        LazyCompile: ~Socket._writeGeneric node:net:754:42
    179  100.0%          LazyCompile: ~Socket._writev node:net:786:36
    179  100.0%            LazyCompile: ~doWrite node:internal/streams/writable:398:17
    157    2.8%      LazyCompile: ~read node:internal/fs/read_file_context:85:7
    157  100.0%        LazyCompile: ~readFileAfterStat node:fs:323:27
    129    2.3%      LazyCompile: *readFile node:fs:370:18
     87   67.4%        LazyCompile: *go$readFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/graceful-fs/graceful-fs.js:117:26
     87  100.0%          LazyCompile: ~readFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/graceful-fs/graceful-fs.js:111:21
     55   63.2%            LazyCompile: *getTemplate /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:108:20
     21   24.1%            LazyCompile: *_getFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:299:17
      6    6.9%            LazyCompile: *<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:139:53
      5    5.7%            LazyCompile: *<anonymous> node:internal/util:322:24
     42   32.6%        LazyCompile: ~go$readFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/graceful-fs/graceful-fs.js:117:26
     42  100.0%          LazyCompile: ~readFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/graceful-fs/graceful-fs.js:111:21
     39   92.9%            LazyCompile: *getTemplate /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:108:20
      3    7.1%            LazyCompile: *<anonymous> node:internal/util:322:24
     87    1.5%      LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
     74   85.1%        LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
     10   13.5%          Function: ~<anonymous> node:crypto:1:1
     10  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      7    9.5%          LazyCompile: ~initializeCJSLoader node:internal/bootstrap/pre_execution:421:29
      7  100.0%            LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:22:36
      7    9.5%          Function: ~<anonymous> node:https:1:1
      7  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      5    6.8%          Function: ~<anonymous> node:internal/child_process:1:1
      5  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      4    5.4%          Function: ~<anonymous> node:tls:1:1
      4  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      4    5.4%          Function: ~<anonymous> node:internal/modules/esm/loader:1:1
      4  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3    4.1%          Function: ~<anonymous> node:_http_server:1:1
      3  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    2.7%          Function: ~<anonymous> node:tty:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    2.7%          Function: ~<anonymous> node:internal/tls/secure-context:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    2.7%          Function: ~<anonymous> node:internal/modules/esm/get_source:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    2.7%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      2    2.7%          Function: ~<anonymous> node:internal/crypto/hkdf:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    2.7%          Function: ~<anonymous> node:child_process:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    2.7%          Function: ~<anonymous> node:assert:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    2.7%          Function: ~<anonymous> node:_tls_wrap:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          LazyCompile: ~lazyRequire node:internal/crypto/util:67:21
      1  100.0%            LazyCompile: ~get node:crypto:287:8
      1    1.4%          LazyCompile: ~lazyLoadStreams node:fs:2793:25
      1  100.0%            LazyCompile: ~get ReadStream node:fs:2934:17
      1    1.4%          LazyCompile: ~get node:dns:334:8
      1  100.0%            /home/develop/.nvm/versions/node/v16.6.0/bin/node
      1    1.4%          LazyCompile: ~get BlockList node:net:1760:16
      1  100.0%            /home/develop/.nvm/versions/node/v16.6.0/bin/node
      1    1.4%          Function: ~<anonymous> node:worker_threads:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:internal/worker:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:internal/source_map/source_map_cache:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:internal/process/esm_loader:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:internal/modules/esm/resolve:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:internal/modules/esm/module_map:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:internal/modules/cjs/loader:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:internal/crypto/util:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:internal/crypto/cipher:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:internal/blocklist:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:dns:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:cluster:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:_tls_common:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.4%          Function: ~<anonymous> node:_http_common:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
     13   14.9%        LazyCompile: ~compileForPublicLoader node:internal/bootstrap/loaders:246:25
     13  100.0%          LazyCompile: ~loadNativeModule node:internal/modules/cjs/helpers:36:26
     13  100.0%            LazyCompile: ~Module._load node:internal/modules/cjs/loader:757:24
     85    1.5%      LazyCompile: *compile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
     44   51.8%        LazyCompile: ~compileInput /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
     44  100.0%          LazyCompile: ~ret /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
     44  100.0%            LazyCompile: ~_renderTemplate /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:260:18
     41   48.2%        LazyCompile: *render /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:150:15
     41  100.0%          /home/develop/.nvm/versions/node/v16.6.0/bin/node
     84    1.5%      LazyCompile: ~readFileAfterOpen node:fs:307:27
     75    1.3%      LazyCompile: ~readFile node:fs:370:18
     75  100.0%        LazyCompile: ~go$readFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/graceful-fs/graceful-fs.js:117:26
     75  100.0%          LazyCompile: ~readFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/graceful-fs/graceful-fs.js:111:21
     74   98.7%            LazyCompile: ~<anonymous> node:internal/util:322:24
      1    1.3%            LazyCompile: *<anonymous> node:internal/util:322:24
     73    1.3%      LazyCompile: ~Hmac node:internal/crypto/hash:127:14
     73  100.0%        LazyCompile: ~createHmac node:crypto:161:20
     73  100.0%          LazyCompile: ~exports.sign /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/cookie-signature/index.js:16:24
     46   63.0%            LazyCompile: ~exports.unsign /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/cookie-signature/index.js:36:26
     27   37.0%            LazyCompile: ~setcookie /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/index.js:655:19
     66    1.2%      LazyCompile: *SourceNode_walk /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/source-map/lib/source-node.js:221:53
     62   93.9%        LazyCompile: *SourceNode_walk /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/source-map/lib/source-node.js:221:53
     57   91.9%          LazyCompile: *SourceNode_walk /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/source-map/lib/source-node.js:221:53
     55   96.5%            LazyCompile: *SourceNode_walk /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/source-map/lib/source-node.js:221:53
      2    3.5%            LazyCompile: ~SourceNode_toString /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/source-map/lib/source-node.js:318:61
      5    8.1%          LazyCompile: ~SourceNode_toString /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/source-map/lib/source-node.js:318:61
      5  100.0%            /home/develop/.nvm/versions/node/v16.6.0/bin/node
      4    6.1%        LazyCompile: ~SourceNode_toString /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/source-map/lib/source-node.js:318:61
      4  100.0%          /home/develop/.nvm/versions/node/v16.6.0/bin/node
      4  100.0%            LazyCompile: *compile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
     61    1.1%      LazyCompile: ~stat node:fs:1442:14
     61  100.0%        LazyCompile: ~sendFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/send/index.js:716:51
     61  100.0%          LazyCompile: ~pipe /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/send/index.js:510:43
     61  100.0%            LazyCompile: ~serveStatic /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/serve-static/index.js:72:31

    492    4.1%  __pthread_cond_signal
    178   36.2%    LazyCompile: *readFile node:fs:370:18
    139   78.1%      LazyCompile: *go$readFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/graceful-fs/graceful-fs.js:117:26
    139  100.0%        LazyCompile: ~readFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/graceful-fs/graceful-fs.js:111:21
     92   66.2%          LazyCompile: *getTemplate /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:108:20
     83   90.2%            LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:139:53
      9    9.8%            LazyCompile: ~render /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:150:15
     32   23.0%          LazyCompile: *_getFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:299:17
     32  100.0%            LazyCompile: *render /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:150:15
     12    8.6%          LazyCompile: *<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:139:53
     12  100.0%            /home/develop/.nvm/versions/node/v16.6.0/bin/node
      3    2.2%          LazyCompile: *<anonymous> node:internal/util:322:24
      3  100.0%            /home/develop/.nvm/versions/node/v16.6.0/bin/node
     39   21.9%      LazyCompile: ~go$readFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/graceful-fs/graceful-fs.js:117:26
     39  100.0%        LazyCompile: ~readFile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/graceful-fs/graceful-fs.js:111:21
     38   97.4%          LazyCompile: *getTemplate /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:108:20
     27   71.1%            LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:139:53
     11   28.9%            LazyCompile: ~render /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1    2.6%          LazyCompile: *<anonymous> node:internal/util:322:24
      1  100.0%            /home/develop/.nvm/versions/node/v16.6.0/bin/node
    144   29.3%    LazyCompile: *readFileAfterOpen node:fs:307:27
     99   20.1%    LazyCompile: *readFileAfterStat node:fs:323:27
     38    7.7%    LazyCompile: *read node:internal/fs/read_file_context:85:7
     38  100.0%      LazyCompile: ~readFileAfterStat node:fs:323:27
      9    1.8%    LazyCompile: *Glob._readdir /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:523:36
      9  100.0%      LazyCompile: ~Glob._readdirInGlobStar /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:490:46
      9  100.0%        LazyCompile: *Glob._readdir /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:523:36
      9  100.0%          LazyCompile: *Glob._process /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:296:36
      9  100.0%            LazyCompile: *Glob._processGlobStar2 /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:629:45
      8    1.6%    /home/develop/.nvm/versions/node/v16.6.0/bin/node
      1   12.5%      LazyCompile: ~writeHead node:_http_server:270:19
      1  100.0%        LazyCompile: ~writeHead /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/on-headers/index.js:28:29
      1  100.0%          LazyCompile: ~writeHead /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/on-headers/index.js:28:29
      1  100.0%            LazyCompile: ~_implicitHeader node:_http_server:265:68
      1   12.5%      LazyCompile: ~lookupOnContext /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      1  100.0%        LazyCompile: *compile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%          LazyCompile: *render /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1  100.0%            /home/develop/.nvm/versions/node/v16.6.0/bin/node
      1   12.5%      LazyCompile: ~emitBeforeScript node:internal/async_hooks:497:26
      1  100.0%        LazyCompile: ~processTicksAndRejections node:internal/process/task_queues:68:35
      1  100.0%          LazyCompile: ~runNextTicks node:internal/process/task_queues:59:22
      1  100.0%            LazyCompile: ~processImmediate node:internal/timers:421:28
      1   12.5%      LazyCompile: ~createHash node:crypto:129:20
      1  100.0%        LazyCompile: ~sha1 /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/cookie-signature/index.js:49:14
      1  100.0%          LazyCompile: ~exports.unsign /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/cookie-signature/index.js:36:26
      1  100.0%            LazyCompile: ~unsigncookie /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/index.js:675:22
      1   12.5%      LazyCompile: ~Glob._processGlobStar2 /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:629:45
      1  100.0%        LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:623:43
      1  100.0%          LazyCompile: ~RES /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/inflight/inflight.js:18:28
      1  100.0%            LazyCompile: ~f /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/once/once.js:22:20
      1   12.5%      LazyCompile: ~Glob._emitMatch /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:452:38
      1  100.0%        LazyCompile: ~Glob._processReaddir2 /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:373:44
      1  100.0%          LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:368:43
      1  100.0%            LazyCompile: ~RES /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/inflight/inflight.js:18:28
      1   12.5%      LazyCompile: ~Glob /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:118:15
      1  100.0%        LazyCompile: ~glob /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:63:15
      1  100.0%          LazyCompile: ~<anonymous> node:internal/util:322:24
      1  100.0%            /home/develop/.nvm/versions/node/v16.6.0/bin/node
      1   12.5%      /home/develop/.nvm/versions/node/v16.6.0/bin/node
      1  100.0%        LazyCompile: ~wrapHelpersToPassLookupProperty /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/runtime.js:359:41
      1  100.0%          LazyCompile: ~ret._setup /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/runtime.js:217:25
      1  100.0%            LazyCompile: ~ret /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/runtime.js:188:15

    187    1.6%  /usr/lib/x86_64-linux-gnu/libc-2.31.so
    136   72.7%    /home/develop/.nvm/versions/node/v16.6.0/bin/node
     45   33.1%      /home/develop/.nvm/versions/node/v16.6.0/bin/node
